AnimalID;Feature1;Feature2;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color
A478560;A47;47;Yarndi;16/03/2014 09:57;Return_to_owner;;Dog;Spayed Female;7 years;Australian Cattle Dog Mix;Blue Tick/Brown
A478579;A47;47;Natasha;07/03/2014 17:35;Euthanasia;Medical;Dog;Spayed Female;12 years;Chow Chow Mix;Brown/Tan
A481727;A48;48;Brodie;08/04/2015 14:53;Return_to_owner;;Dog;Neutered Male;8 years;Labrador Retriever Mix;Tan/White
A482046;A48;48;Charlie;25/07/2014 15:18;Euthanasia;Suffering;Dog;Neutered Male;7 years;Pit Bull Mix;White/Gold
A482334;A48;48;Ramona;03/01/2016 13:59;Return_to_owner;;Dog;Spayed Female;9 years;Australian Cattle Dog Mix;Brown/White
A482518;A48;48;Gus;28/06/2014 12:53;Return_to_owner;;Dog;Neutered Male;7 years;Australian Cattle Dog/Border Collie;Tricolor
A483240;A48;48;Frassina;04/12/2013 13:33;Adoption;Foster;Cat;Spayed Female;6 years;Domestic Longhair/Persian;Blue Cream
A483647;A48;48;Bear;06/04/2014 13:03;Return_to_owner;;Dog;Neutered Male;13 years;Shih Tzu Mix;White/Gray
A484400;A48;48;Beauby;27/02/2014 16:04;Return_to_owner;;Dog;Neutered Male;7 years;Pit Bull/Labrador Retriever;Black
A484945;A48;48;Johnnie;31/05/2015 00:00;Transfer;Partner;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black
A485651;A48;48;Bambi;02/11/2013 17:42;Return_to_owner;;Dog;Spayed Female;6 years;Doberman Pinsch;Red/Tan
A485674;A48;48;Ghost;29/12/2014 11:37;Adoption;;Dog;Neutered Male;9 years;Miniature Schnauzer;White
A485940;A48;48;Gloria;24/10/2015 12:20;Adoption;;Dog;Spayed Female;11 years;Labrador Retriever Mix;Red/White
A486513;A48;48;Toby;28/01/2015 13:36;Return_to_owner;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;White/Black
A486687;A48;48;Lala;01/09/2015 16:01;Return_to_owner;;Dog;Spayed Female;8 years;Labrador Retriever/Pit Bull;Brown/White
A486898;A48;48;Big Foot;10/12/2014 16:38;Return_to_owner;;Dog;Neutered Male;9 years;Beagle Mix;Black/White
A487013;A48;48;Mystical;15/05/2015 17:01;Return_to_owner;;Dog;Neutered Male;10 years;Boxer/Pit Bull;White/Black
A487470;A48;48;Midnight;20/01/2014 18:40;Euthanasia;Aggressive;Dog;Neutered Male;9 years;Labrador Retriever/Pit Bull;Black
A488066;A48;48;Doc;30/06/2014 11:37;Adoption;;Dog;Neutered Male;7 years;Border Collie Mix;Brown/White
A488203;A48;48;Piolin;02/03/2015 17:28;Return_to_owner;;Dog;Neutered Male;8 years;Beagle Mix;Brown/Black
A489376;A48;48;Buster;30/05/2015 15:53;Euthanasia;Medical;Dog;Neutered Male;11 years;Boxer Mix;Brown Brindle/White
A489464;A48;48;Diamond;15/11/2015 17:56;Return_to_owner;;Dog;Spayed Female;8 years;Pit Bull/Labrador Retriever;Red/Black
A489503;A48;48;Dezi;21/09/2014 16:26;Euthanasia;Suffering;Cat;Spayed Female;7 years;Domestic Shorthair Mix;White/Brown Tabby
A489686;A48;48;Juan;01/11/2015 14:43;Return_to_owner;;Dog;Neutered Male;13 years;Chihuahua Shorthair;Tan/White
A489704;A48;48;Duke;19/03/2015 17:34;Adoption;;Dog;Neutered Male;14 years;German Shepherd;Sable
A489912;A48;48;Jiggs;10/02/2016 19:00;Adoption;;Dog;Neutered Male;10 years;Chihuahua Shorthair Mix;Tan/White
A490091;A49;49;Oreo;22/09/2015 17:14;Euthanasia;Suffering;Dog;Spayed Female;9 years;Pit Bull Mix;Black/White
A490776;A49;49;Buddy;11/05/2014 15:54;Return_to_owner;;Dog;Neutered Male;8 years;Miniature Schnauzer Mix;Silver/Brown
A491810;A49;49;Katie;13/12/2013 17:31;Euthanasia;Suffering;Dog;Spayed Female;8 years;German Shepherd Mix;Brown/Black
A491814;A49;49;Sadie;09/06/2014 16:57;Return_to_owner;;Dog;Spayed Female;7 years;Rat Terrier;White/Tan
A492030;A49;49;Johnny;25/07/2014 16:43;Return_to_owner;;Dog;Neutered Male;10 years;Miniature Pinscher Mix;Chocolate/Tan
A492808;A49;49;Gus;27/09/2014 16:25;Adoption;;Dog;Neutered Male;8 years;Chinese Sharpei/Labrador Retriever;Brown/White
A493772;A49;49;Buster;07/01/2014 17:41;Adoption;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Buff
A494170;A49;49;Super;06/10/2015 11:13;Return_to_owner;;Dog;Neutered Male;8 years;German Shepherd Mix;Sable
A494226;A49;49;Zero;15/04/2014 18:47;Return_to_owner;;Dog;Neutered Male;8 years;American Staffordshire Terrier Mix;Brown Brindle/White
A495308;A49;49;Sheila;27/02/2015 12:05;Return_to_owner;;Dog;Spayed Female;10 years;Pit Bull/Pug;Brown Brindle
A495740;A49;49;Yoda;19/12/2015 15:02;Adoption;;Dog;Neutered Male;9 years;Golden Retriever Mix;Buff/White
A495792;A49;49;Macintosh;23/08/2014 18:15;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;White/Brown Tabby
A496789;A49;49;Arabella;21/08/2014 11:38;Euthanasia;Suffering;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Blue/White
A498100;A49;49;Rusty;01/09/2015 13:25;Return_to_owner;;Dog;Neutered Male;7 years;Parson Russell Terrier;White/Brown
A498537;A49;49;Koby;17/03/2015 11:44;Return_to_owner;;Dog;Neutered Male;9 years;Labrador Retriever Mix;Black
A498735;A49;49;Gretel;28/03/2015 12:32;Return_to_owner;;Dog;Spayed Female;8 years;Miniature Schnauzer Mix;Black/Gray
A498842;A49;49;Shine;07/03/2015 09:37;Euthanasia;Aggressive;Dog;Intact Male;8 years;Pit Bull;Brown Brindle/White
A499024;A49;49;Dora;08/01/2014 13:21;Return_to_owner;;Dog;Spayed Female;7 years;Labrador Retriever Mix;Brown Brindle
A499156;A49;49;Shadow;06/11/2015 12:46;Transfer;Partner;Dog;Spayed Female;8 years;Shetland Sheepdog/Basenji;Brown/White
A499387;A49;49;Daisy;20/04/2015 18:45;Adoption;;Cat;Spayed Female;8 years;Domestic Shorthair Mix;Brown Tabby/Orange
A499457;A49;49;Charlie;18/12/2013 13:50;Transfer;Partner;Dog;Neutered Male;6 years;Boxer/Catahoula;Brown Brindle
A500361;A50;50;Luna;27/08/2014 10:08;Adoption;Foster;Dog;Spayed Female;9 years;Labrador Retriever Mix;Black/White
A500862;A50;50;Doggie;30/10/2013 14:02;Return_to_owner;;Dog;Spayed Female;6 years;Silky Terrier Mix;White
A501071;A50;50;Uno;01/04/2015 13:00;Transfer;Partner;Cat;Neutered Male;7 years;Domestic Longhair Mix;Brown Tabby
A502125;A50;50;Panda;13/11/2015 12:08;Return_to_owner;;Dog;Spayed Female;7 years;Labrador Retriever;Black/White
A502315;A50;50;Milo;07/02/2015 14:39;Adoption;;Dog;Neutered Male;8 years;Parson Russell Terrier;White/Brown
A502800;A50;50;Coby;14/06/2014 14:57;Return_to_owner;;Dog;Neutered Male;10 years;Pit Bull;Brown Brindle/White
A502862;A50;50;Checkers;11/12/2015 11:46;Return_to_owner;;Dog;Neutered Male;7 years;Labrador Retriever/Golden Retriever;Brown
A503371;A50;50;Abby;03/02/2015 11:15;Return_to_owner;;Dog;Spayed Female;7 years;Labrador Retriever;Yellow
A503376;A50;50;Lobo;08/12/2015 11:41;Euthanasia;Rabies Risk;Dog;Intact Male;7 years;Siberian Husky Mix;Red/White
A504009;A50;50;Buddy;04/12/2014 17:28;Transfer;Partner;Dog;Neutered Male;7 years;Labrador Retriever Mix;Black/White
A504280;A50;50;Duke;03/01/2014 19:08;Return_to_owner;;Dog;Neutered Male;6 years;Flat Coat Retriever Mix;Black/White
A504801;A50;50;Kitty;05/11/2014 17:59;Return_to_owner;;Cat;Neutered Male;7 years;Domestic Shorthair;Blue Tabby/White
A504813;A50;50;Diva;01/12/2014 16:19;Return_to_owner;;Dog;Spayed Female;9 years;Yorkshire Terrier;Tan/Silver
A504891;A50;50;Hans;17/04/2015 15:43;Adoption;;Dog;Intact Male;11 years;Dachshund;Black/Brown Brindle
A505412;A50;50;Sneakers;18/10/2013 11:43;Adoption;;Cat;Spayed Female;8 years;Domestic Shorthair Mix;White/Black
A505682;A50;50;Webster;21/01/2014 16:48;Return_to_owner;;Dog;Neutered Male;5 years;Labrador Retriever Mix;Black
A505889;A50;50;Buttercup;10/05/2014 14:43;Transfer;Partner;Dog;Spayed Female;7 years;Labrador Retriever;Black
A506241;A50;50;Napoleon;18/12/2013 13:48;Transfer;Partner;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Cream Tabby/White
A506775;A50;50;Mya;13/02/2016 12:35;Adoption;;Dog;Spayed Female;9 years;Boston Terrier;Black/White
A506972;A50;50;Ruby;12/04/2015 11:50;Return_to_owner;;Dog;Spayed Female;7 years;Australian Kelpie Mix;Brown/White
A507557;A50;50;Romulus;17/04/2014 11:47;Return_to_owner;;Dog;Neutered Male;6 years;Pit Bull Mix;Blue/White
A508027;A50;50;Sasha;03/02/2016 15:34;Euthanasia;Suffering;Dog;Intact Female;9 years;Rottweiler;Black
A509228;A50;50;Cesar;10/04/2014 14:20;Return_to_owner;;Dog;Neutered Male;8 years;Pit Bull;Blue/White
A509390;A50;50;Jazzbo;19/09/2014 11:03;Return_to_owner;;Dog;Neutered Male;7 years;Dachshund Mix;Tan/White
A510336;A51;51;Hook;24/04/2015 14:53;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black/White
A510475;A51;51;Duke;04/07/2014 17:55;Return_to_owner;;Dog;Neutered Male;7 years;Pit Bull Mix;Red/White
A510997;A51;51;Linus;30/03/2014 15:44;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Shorthair Mix;White/Orange Tabby
A511822;A51;51;Kitty;21/02/2016 18:21;Adoption;;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Torbie
A512158;A51;51;Jade;19/02/2015 14:15;Adoption;;Cat;Spayed Female;6 years;Domestic Shorthair Mix;Blue Cream/Tortie
A512959;A51;51;Grif;02/11/2014 11:40;Adoption;;Dog;Neutered Male;6 years;German Shepherd Mix;Brown/Black
A513770;A51;51;Felix;04/08/2015 12:25;Return_to_owner;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Black
A514005;A51;51;Donovan;04/07/2014 15:12;Transfer;Partner;Dog;Neutered Male;7 years;Basset Hound;Tricolor
A514631;A51;51;Woodrow;20/04/2014 14:56;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Black
A514866;A51;51;Tiny;21/09/2014 13:28;Return_to_owner;;Dog;Neutered Male;7 years;Rat Terrier Mix;White/Black
A515049;A51;51;Saber;08/03/2015 12:09;Adoption;;Dog;Neutered Male;6 years;Pit Bull Mix;Red/White
A515112;A51;51;Reggie;22/04/2014 14:10;Return_to_owner;;Dog;Neutered Male;8 years;Shiba Inu/Dachshund;Brown
A515347;A51;51;Snowball;06/10/2015 11:18;Return_to_owner;;Dog;Neutered Male;14 years;Pekingese Mix;White
A515661;A51;51;Sirka;24/04/2015 12:23;Return_to_owner;;Dog;Spayed Female;9 years;Rat Terrier Mix;White/Tan
A515677;A51;51;Angel;15/02/2015 12:21;Transfer;Partner;Dog;Spayed Female;7 years;Pit Bull Mix;White
A516259;A51;51;Coco;01/02/2016 11:16;Adoption;;Dog;Spayed Female;9 years;Pit Bull;Black/White
A516260;A51;51;Skye;12/02/2016 10:42;Euthanasia;Rabies Risk;Dog;Spayed Female;10 years;Pit Bull Mix;Tan/White
A516660;A51;51;Marley;01/01/2014 15:32;Adoption;;Dog;Spayed Female;6 years;Australian Cattle Dog/Parson Russell Terrier;White/Tan
A517502;A51;51;Punkin;28/10/2015 17:15;Adoption;;Cat;Neutered Male;10 years;Domestic Shorthair Mix;Orange Tabby
A517675;A51;51;Blanca;20/09/2015 13:08;Adoption;;Dog;Spayed Female;11 years;Australian Cattle Dog;White/Black
A518184;A51;51;Bronson;12/03/2015 13:15;Return_to_owner;;Dog;Neutered Male;6 years;Plott Hound;Brown Brindle/White
A518264;A51;51;King;20/10/2013 13:24;Return_to_owner;;Dog;Neutered Male;5 years;Great Dane Mix;Black/White
A518911;A51;51;Lightning;20/09/2014 18:40;Return_to_owner;;Dog;Spayed Female;8 years;Beagle;Tricolor
A518937;A51;51;Gwen;17/11/2015 13:30;Return_to_owner;;Dog;Spayed Female;9 years;Labrador Retriever Mix;Chocolate
A519025;A51;51;Oliver;05/04/2014 14:16;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Blue Tabby
A519536;A51;51;Moonbrain;17/06/2015 14:45;Transfer;Partner;Cat;Spayed Female;6 years;Siamese Mix;Calico Point
A519888;A51;51;Luke;09/01/2015 12:10;Euthanasia;Aggressive;Dog;Neutered Male;6 years;Labrador Retriever/Beagle;Tan/Black
A519949;A51;51;Bella;30/06/2014 17:34;Return_to_owner;;Dog;Spayed Female;9 years;Bullmastiff Mix;Black
A520040;A52;52;Maya;22/07/2014 17:17;Return_to_owner;;Dog;Spayed Female;6 years;Labrador Retriever/Queensland Heeler;Black/White
A520195;A52;52;Trudy;10/11/2013 18:42;Euthanasia;Suffering;Cat;Spayed Female;5 years;Domestic Longhair Mix;White/Black
A520355;A52;52;Dozer;30/03/2015 14:29;Return_to_owner;;Dog;Neutered Male;8 years;Border Collie/Boxer;Black/White
A520572;A52;52;Hanna;22/03/2014 17:23;Return_to_owner;;Dog;Spayed Female;6 years;Catahoula Mix;Brown Brindle/White
A521273;A52;52;Isis;30/12/2015 15:20;Return_to_owner;;Dog;Spayed Female;7 years;Chow Chow/Australian Kelpie;Tan
A521865;A52;52;Earl;02/06/2014 12:53;Return_to_owner;;Dog;Neutered Male;7 years;Pit Bull Mix;Black Brindle/White
A522050;A52;52;Spanky;20/08/2014 15:38;Return_to_owner;;Dog;Neutered Male;10 years;Shih Tzu;Buff/Gray
A522484;A52;52;Nub;19/05/2014 13:12;Return_to_owner;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Blue Tabby
A522809;A52;52;Fred;08/12/2014 12:02;Return_to_owner;;Dog;Neutered Male;8 years;Catahoula/Pit Bull;White/Tan
A522952;A52;52;Kira;08/12/2014 11:56;Euthanasia;Suffering;Dog;Intact Female;9 years;American Staffordshire Terrier;Black/White
A523114;A52;52;Amy;26/04/2015 13:53;Return_to_owner;;Dog;Spayed Female;7 years;Golden Retriever/Brittany;Red
A523371;A52;52;Nala;24/07/2014 15:56;Return_to_owner;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Brown Tabby
A523396;A52;52;Star;04/11/2014 17:25;Euthanasia;Aggressive;Dog;Spayed Female;6 years;Labrador Retriever/Boxer;Brown/White
A523532;A52;52;China;30/12/2014 15:01;Return_to_owner;;Dog;Intact Female;12 years;Boxer;Brown/White
A523533;A52;52;Vida;30/12/2014 15:01;Return_to_owner;;Dog;Spayed Female;14 years;Boxer Mix;Brown
A524634;A52;52;Belle;24/06/2015 08:26;Adoption;Foster;Dog;Spayed Female;8 years;Pit Bull;Blue/White
A524680;A52;52;Hilary;30/11/2013 14:48;Return_to_owner;;Dog;Spayed Female;7 years;Australian Shepherd/English Setter;White/Tan
A525136;A52;52;Muneca;20/03/2015 11:01;Transfer;Partner;Cat;Spayed Female;7 years;American Shorthair Mix;Calico
A525592;A52;52;Lucky;30/06/2015 12:50;Adoption;;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Brown Tabby
A525768;A52;52;Bonnie;22/02/2014 17:46;Adoption;;Dog;Spayed Female;6 years;Labrador Retriever Mix;Brown/White
A526144;A52;52;Tiny;02/07/2015 11:46;Return_to_owner;;Dog;Neutered Male;8 years;St. Bernard Rough Coat;Tricolor
A526237;A52;52;Hunny;16/11/2013 15:42;Return_to_owner;;Dog;Spayed Female;6 years;Australian Kelpie/Pit Bull;Brown/White
A526238;A52;52;Cookie;27/01/2014 11:05;Adoption;Foster;Cat;Spayed Female;10 years;Domestic Shorthair Mix;Black/White
A526257;A52;52;Grenas;31/10/2015 11:13;Return_to_owner;;Dog;Neutered Male;8 years;Yorkshire Terrier Mix;Tan/Black
A526641;A52;52;Kane;22/03/2015 15:23;Transfer;Partner;Dog;Neutered Male;7 years;Boxer;Brown/White
A526647;A52;52;Yeti;02/04/2015 15:20;Return_to_owner;;Dog;Neutered Male;6 years;Maltese Mix;White/White
A527170;A52;52;Olive;27/01/2015 11:56;Euthanasia;Aggressive;Dog;Spayed Female;6 years;Pit Bull Mix;Black/Brown Brindle
A527215;A52;52;Hero;28/02/2014 15:16;Return_to_owner;;Dog;Neutered Male;8 years;Labrador Retriever;Black
A528321;A52;52;Kuma;18/05/2014 17:42;Adoption;;Dog;Spayed Female;6 years;Akita;White
A528982;A52;52;Copper;04/11/2013 15:52;Transfer;Partner;Dog;Spayed Female;5 years;Dachshund Mix;Brown
A529211;A52;52;Oliver;15/04/2014 18:12;Return_to_owner;;Cat;Neutered Male;6 years;Domestic Longhair Mix;Blue
A529310;A52;52;Angel;04/11/2015 15:32;Return_to_owner;;Dog;Spayed Female;8 years;Vizsla;Red
A529609;A52;52;Billy Jean;14/10/2013 11:10;Return_to_owner;;Dog;Spayed Female;5 years;Belgian Malinois/Australian Shepherd;Brown/Brown Merle
A529630;A52;52;Ladybird;15/08/2015 17:21;Adoption;;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Flame Point
A529648;A52;52;Bruno;06/09/2015 18:13;Return_to_owner;;Dog;Neutered Male;9 years;Miniature Pinscher;Black/Tan
A529766;A52;52;Takeshi;14/03/2015 18:46;Return_to_owner;;Dog;Neutered Male;7 years;Shiba Inu;Red/White
A529881;A52;52;Elvis;26/10/2013 13:27;Return_to_owner;;Dog;Neutered Male;6 years;Pit Bull Mix;White/Black
A529890;A52;52;Vegas;06/10/2013 16:06;Euthanasia;Aggressive;Dog;Intact Male;9 years;Pit Bull;Blue/White
A529956;A52;52;Coco;08/09/2014 13:41;Return_to_owner;;Dog;Spayed Female;4 years;Pit Bull Mix;White/Brown
A530134;A53;53;Apache;18/10/2014 11:49;Return_to_owner;;Dog;Neutered Male;6 years;Border Collie/Parson Russell Terrier;Tricolor
A530190;A53;53;Tyco;21/07/2015 18:15;Euthanasia;Aggressive;Dog;Neutered Male;9 years;Labrador Retriever/Golden Retriever;Red
A530460;A53;53;Koko;07/08/2015 15:47;Return_to_owner;;Dog;Spayed Female;7 years;St. Bernard Rough Coat Mix;Black/Tricolor
A530461;A53;53;Percy;07/08/2015 15:47;Return_to_owner;;Dog;Spayed Female;7 years;St. Bernard Rough Coat Mix;Brown/Tricolor
A530589;A53;53;Chica;29/08/2015 12:11;Return_to_owner;;Dog;Spayed Female;13 years;Labrador Retriever Mix;Black
A530793;A53;53;Bobby Lee;17/04/2014 13:51;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Blue
A530800;A53;53;Barney;25/01/2015 13:30;Return_to_owner;;Dog;Neutered Male;8 years;Labrador Retriever Mix;Chocolate/White
A531069;A53;53;Jrewpy;09/02/2015 12:59;Return_to_owner;;Dog;Neutered Male;7 years;Beagle/Basset Hound;Black Brindle/White
A531379;A53;53;Pierre;26/11/2013 19:10;Return_to_owner;;Dog;Neutered Male;8 years;Miniature Poodle Mix;White
A531398;A53;53;Red;01/06/2014 18:14;Adoption;;Dog;Neutered Male;9 years;Chihuahua Shorthair Mix;Brown/White
A531598;A53;53;Rocky;18/02/2014 16:53;Return_to_owner;;Dog;Neutered Male;6 years;Border Collie;Black/White
A532017;A53;53;Kiki;05/01/2014 18:11;Adoption;;Dog;Spayed Female;7 years;Chihuahua Shorthair/Rat Terrier;White/Tan
A532406;A53;53;Zoey;22/09/2014 18:16;Adoption;;Dog;Spayed Female;6 years;Toy Poodle;Black
A532505;A53;53;Anne Bonnie;20/11/2013 15:40;Return_to_owner;;Cat;Spayed Female;6 years;Domestic Shorthair Mix;Brown Tabby
A533106;A53;53;Cookie;14/09/2014 15:57;Adoption;;Dog;Neutered Male;7 years;Podengo Pequeno Mix;Black/White
A533602;A53;53;Daisy;08/10/2014 13:40;Return_to_owner;;Dog;Spayed Female;7 years;Labrador Retriever Mix;Buff
A534548;A53;53;Chloe;09/05/2014 13:53;Adoption;;Dog;Spayed Female;6 years;Parson Russell Terrier Mix;White/Black
A534780;A53;53;Oliver;13/01/2014 19:30;Adoption;;Dog;Neutered Male;6 years;Parson Russell Terrier Mix;White/Tricolor
A534959;A53;53;Star;19/01/2016 19:13;Return_to_owner;;Dog;Spayed Female;8 years;German Shepherd;Brown/Black
A534984;A53;53;Charlie;31/12/2015 13:36;Return_to_owner;;Dog;Neutered Male;6 years;Pit Bull Mix;Brown/Tricolor
A535012;A53;53;Negro;08/09/2014 11:56;Return_to_owner;;Dog;Neutered Male;7 years;Chow Chow Mix;Black
A535124;A53;53;Bruno;03/06/2014 13:56;Adoption;;Dog;Neutered Male;5 years;Dutch Shepherd Mix;Brown Brindle
A535277;A53;53;Merlin;20/04/2015 16:04;Return_to_owner;;Dog;Neutered Male;12 years;Rat Terrier;Chocolate/Tan
A535375;A53;53;Coco;29/01/2015 18:20;Return_to_owner;;Dog;Spayed Female;7 years;Boxer;Brown/White
A535484;A53;53;Krunch;07/12/2014 18:38;Adoption;;Dog;Neutered Male;5 years;Pit Bull Mix;White/Brown
A535700;A53;53;Cornal;07/10/2014 16:17;Return_to_owner;;Dog;Neutered Male;9 years;Pit Bull;Red/White
A536035;A53;53;Reese;26/12/2015 13:19;Return_to_owner;;Dog;Spayed Female;7 years;Rottweiler/Labrador Retriever;Black/Brown
A536132;A53;53;Alice;07/12/2015 12:52;Transfer;Partner;Dog;Spayed Female;6 years;Labrador Retriever Mix;Brown/Black
A536757;A53;53;Tona;21/06/2015 11:59;Return_to_owner;;Dog;Spayed Female;8 years;Miniature Poodle Mix;Buff
A537127;A53;53;Fozzy Bear;25/11/2015 00:00;Transfer;Partner;Dog;Neutered Male;8 years;Miniature Poodle Mix;Chocolate
A537247;A53;53;Ambrot;20/03/2014 15:20;Euthanasia;Aggressive;Dog;Intact Male;6 years;Pit Bull Mix;White/Brown
A538342;A53;53;Pumpkin;27/11/2015 14:59;Adoption;;Dog;Spayed Female;8 years;Chihuahua Shorthair Mix;Red
A538360;A53;53;Roscoe;15/12/2013 11:41;Return_to_owner;;Dog;Spayed Female;9 years;Rat Terrier Mix;White/Black
A538585;A53;53;Athena;18/06/2014 13:04;Transfer;Partner;Dog;Spayed Female;5 years;Pit Bull Mix;Red/White
A539175;A53;53;Jabon;25/10/2013 14:51;Return_to_owner;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Black
A539485;A53;53;Chuny;15/03/2015 15:28;Euthanasia;Aggressive;Dog;Neutered Male;6 years;Pit Bull Mix;Tan/White
A539561;A53;53;William;01/07/2015 16:33;Transfer;Partner;Dog;Neutered Male;9 years;Pug;Fawn/Black
A540171;A54;54;Chester;03/08/2015 11:34;Return_to_owner;;Cat;Neutered Male;6 years;Domestic Shorthair;Black
A540369;A54;54;Kolben;04/07/2015 16:55;Return_to_owner;;Dog;Neutered Male;7 years;German Shepherd Mix;Black
A540495;A54;54;Country;05/05/2014 15:02;Euthanasia;Behavior;Dog;Intact Male;5 years;Siberian Husky Mix;Brown Brindle/White
A540828;A54;54;Sir;01/09/2015 12:02;Return_to_owner;;Dog;Intact Male;8 years;Pit Bull;Blue/White
A541397;A54;54;Chica;01/10/2015 14:29;Return_to_owner;;Dog;Spayed Female;12 years;Chow Chow Mix;Red
A541517;A54;54;Skillet;02/03/2014 11:30;Return_to_owner;;Dog;Spayed Female;5 years;Australian Kelpie Mix;Black
A541994;A54;54;Snuggles;22/06/2015 19:58;Return_to_owner;;Cat;Neutered Male;6 years;American Shorthair Mix;White
A542025;A54;54;Snickers;09/10/2015 15:26;Transfer;Partner;Cat;Neutered Male;10 years;American Shorthair Mix;Chocolate Point
A542056;A54;54;T.T.;05/11/2014 12:03;Transfer;Partner;Cat;Spayed Female;5 years;Siamese Mix;Calico Point
A542480;A54;54;Shenanigan;31/08/2014 13:15;Transfer;Partner;Dog;Neutered Male;5 years;Australian Cattle Dog Mix;Blue Tick/Black
A542712;A54;54;Harmony;02/12/2013 17:42;Euthanasia;Suffering;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Torbie
A543073;A54;54;Tiny Tinker;11/05/2015 18:38;Return_to_owner;;Dog;Spayed Female;9 years;Chihuahua Shorthair;Brown
A543377;A54;54;Tasha;23/10/2015 10:38;Euthanasia;Suffering;Cat;Spayed Female;6 years;Domestic Shorthair;Calico
A543793;A54;54;Tucker;02/12/2014 11:27;Return_to_owner;;Dog;Neutered Male;6 years;German Shepherd Mix;Tan
A544109;A54;54;Tippy;25/04/2015 14:38;Return_to_owner;;Dog;Spayed Female;7 years;Pit Bull;Brown Brindle/White
